CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12444.0,21,5,1119.1299999999999,3,Mid-Value
12445.0,22,2,87.29,3,Mid-Value
12446.0,58,1,248.1,3,Mid-Value
12447.0,243,1,92.93,3,Mid-Value
12448.0,44,1,130.94,3,Mid-Value
12449.0,22,6,732.62,3,Mid-Value
12450.0,156,5,82.43,3,Mid-Value
12451.0,11,8,1224.2,3,Mid-Value
12452.0,17,2,98.67,3,Mid-Value
12453.0,134,1,102.91,3,Mid-Value
12454.0,56,5,398.79,3,Mid-Value
12455.0,73,10,888.71,3,Mid-Value
12456.0,44,3,453.07,3,Mid-Value
12457.0,66,8,472.02,3,Mid-Value
12458.0,71,4,333.05,3,Mid-Value
12459.0,605,1,95.42,0,Low-Value Inactive
12460.0,456,1,78.86,0,Low-Value Inactive
12461.0,94,2,149.06,3,Mid-Value
12462.0,19,2,290.75,3,Mid-Value
12463.0,53,4,252.61,3,Mid-Value
12464.0,10,8,343.15,3,Mid-Value
12465.0,17,2,129.72,3,Mid-Value
12466.0,682,1,56.73,0,Low-Value Inactive
12467.0,423,1,14.56,0,Low-Value Inactive
12468.0,188,5,416.31,3,Mid-Value
12469.0,523,2,227.97,0,Low-Value Inactive
12470.0,690,1,90.35,0,Low-Value Inactive
12471.0,2,79,4324.09,1,High-Value Loyal
12472.0,32,19,2013.98,3,Mid-Value
12473.0,29,5,1398.0,3,Mid-Value
12474.0,17,31,2087.45,1,High-Value Loyal
12475.0,54,2,188.72,3,Mid-Value
12476.0,16,23,2290.71,1,High-Value Loyal
12477.0,23,9,2359.18,3,Mid-Value
12478.0,4,1,163.36,3,Mid-Value
12479.0,11,1,82.72999999999999,3,Mid-Value
12480.0,28,7,784.84,3,Mid-Value
12481.0,23,15,1499.93,3,Mid-Value
12482.0,576,29,2025.76,0,Low-Value Inactive
12483.0,17,19,856.86,3,Mid-Value
12484.0,33,12,1446.44,3,Mid-Value
12485.0,529,1,81.96,0,Low-Value Inactive
12486.0,432,1,201.07999999999998,0,Low-Value Inactive
12487.0,731,1,4.0,0,Low-Value Inactive
12488.0,10,3,205.41,3,Mid-Value
12489.0,336,1,88.62,0,Low-Value Inactive
12490.0,5,21,1321.24,3,Mid-Value
12491.0,39,1,87.8,3,Mid-Value
12492.0,63,3,136.95,3,Mid-Value
12493.0,166,2,94.8,3,Mid-Value
12494.0,16,9,415.78,3,Mid-Value
12495.0,641,1,97.0,0,Low-Value Inactive
12496.0,620,2,19.27,0,Low-Value Inactive
12497.0,82,3,106.93,3,Mid-Value
12498.0,21,3,96.55,3,Mid-Value
12499.0,560,1,62.9,0,Low-Value Inactive
12500.0,23,19,689.66,3,Mid-Value
12501.0,337,1,359.49,0,Low-Value Inactive
12502.0,96,5,944.51,3,Mid-Value
12503.0,584,1,231.6,0,Low-Value Inactive
12504.0,18,4,125.7,3,Mid-Value
12505.0,409,1,186.35,0,Low-Value Inactive
12506.0,233,1,73.5,3,Mid-Value
12507.0,134,4,201.22,3,Mid-Value
12508.0,26,2,118.32000000000001,3,Mid-Value
12509.0,284,1,38.95,0,Low-Value Inactive
12510.0,143,9,1930.34,3,Mid-Value
12511.0,429,1,651.83,0,Low-Value Inactive
12512.0,66,2,81.85,3,Mid-Value
12513.0,113,1,76.32,3,Mid-Value
12514.0,267,2,227.44,0,Low-Value Inactive
12515.0,353,1,108.5,0,Low-Value Inactive
12516.0,78,4,165.2,3,Mid-Value
12517.0,28,5,659.99,3,Mid-Value
12518.0,1,5,351.81,3,Mid-Value
12519.0,64,2,124.62,3,Mid-Value
12520.0,79,5,499.84000000000003,3,Mid-Value
12521.0,143,1,113.84,3,Mid-Value
12522.0,39,2,60.010000000000005,3,Mid-Value
12523.0,19,23,1101.04,3,Mid-Value
12524.0,9,17,754.78,3,Mid-Value
12525.0,498,3,180.35999999999999,0,Low-Value Inactive
12526.0,1,3,238.12,3,Mid-Value
12527.0,82,5,82.93,3,Mid-Value
12528.0,9,6,504.89,3,Mid-Value
12529.0,528,1,63.86,0,Low-Value Inactive
12530.0,60,9,518.04,3,Mid-Value
12531.0,15,2,325.61,3,Mid-Value
12532.0,30,1,59.17,3,Mid-Value
12533.0,628,2,237.82,0,Low-Value Inactive
12534.0,131,1,191.23,3,Mid-Value
12535.0,92,2,151.35,3,Mid-Value
12536.0,43,3,9070.93,1,High-Value Loyal
12537.0,409,1,125.68,0,Low-Value Inactive
12538.0,29,2,130.18,3,Mid-Value
12539.0,22,7,1903.67,3,Mid-Value
12540.0,20,33,2997.79,1,High-Value Loyal
12541.0,30,3,188.02,3,Mid-Value
12542.0,484,2,96.14,0,Low-Value Inactive
12543.0,448,1,112.37,0,Low-Value Inactive
12544.0,36,1,78.02000000000001,3,Mid-Value
12545.0,75,2,201.19,3,Mid-Value
12546.0,47,2,220.75,3,Mid-Value
12547.0,198,3,103.67,3,Mid-Value
12548.0,166,1,33.6,3,Mid-Value
12549.0,576,6,80.78999999999999,0,Low-Value Inactive
12550.0,79,1,176.15,3,Mid-Value
12551.0,358,1,16.8,0,Low-Value Inactive
12552.0,39,2,182.31,3,Mid-Value
12553.0,8,12,829.59,3,Mid-Value
12554.0,449,1,99.43,0,Low-Value Inactive
12555.0,682,1,129.23,0,Low-Value Inactive
12556.0,50,2,319.64,3,Mid-Value
12557.0,16,8,118.21,3,Mid-Value
12558.0,8,1,13.75,3,Mid-Value
12559.0,311,2,74.53,0,Low-Value Inactive
12560.0,5,3,299.91,3,Mid-Value
12561.0,303,1,47.43,0,Low-Value Inactive
12562.0,8,9,675.99,3,Mid-Value
12563.0,409,1,50.98,0,Low-Value Inactive
12564.0,261,1,117.1,0,Low-Value Inactive
12565.0,289,1,21.16,0,Low-Value Inactive
12566.0,86,1,74.17,3,Mid-Value
12567.0,23,15,1967.81,3,Mid-Value
12568.0,645,1,31.17,0,Low-Value Inactive
12569.0,2,32,1021.7,1,High-Value Loyal
12570.0,682,1,77.52,0,Low-Value Inactive
12571.0,40,2,44.9,3,Mid-Value
12572.0,9,2,253.67000000000002,3,Mid-Value
12573.0,227,5,263.39,3,Mid-Value
12574.0,316,1,57.2,0,Low-Value Inactive
12575.0,457,2,135.67000000000002,0,Low-Value Inactive
12576.0,36,8,366.38,3,Mid-Value
12577.0,35,8,531.81,3,Mid-Value
12578.0,21,4,535.4300000000001,3,Mid-Value
12579.0,78,1,96.82,3,Mid-Value
12580.0,247,2,151.19,3,Mid-Value
12581.0,40,1,43.39,3,Mid-Value
12582.0,239,4,397.12,3,Mid-Value
12583.0,3,27,1388.8799999999999,3,Mid-Value
12584.0,4,9,718.5,3,Mid-Value
12585.0,234,2,301.36,3,Mid-Value
12586.0,17,4,481.42,3,Mid-Value
12587.0,8,1,46.24,3,Mid-Value
12588.0,39,4,330.32,3,Mid-Value
12589.0,29,8,1710.23,3,Mid-Value
12590.0,211,2,717.22,3,Mid-Value
12591.0,317,3,298.85,0,Low-Value Inactive
12592.0,92,5,877.4399999999999,3,Mid-Value
12593.0,109,3,55.7,3,Mid-Value
12594.0,38,15,610.07,3,Mid-Value
12595.0,505,1,60.62,0,Low-Value Inactive
12596.0,51,2,118.95,3,Mid-Value
12597.0,19,4,812.0699999999999,3,Mid-Value
12598.0,10,11,578.24,3,Mid-Value
12599.0,29,13,369.11,3,Mid-Value
12600.0,29,21,749.9300000000001,3,Mid-Value
12601.0,190,6,231.26,3,Mid-Value
12602.0,59,1,23.65,3,Mid-Value
12603.0,22,1,28.95,3,Mid-Value
12604.0,79,2,41.46,3,Mid-Value
12605.0,376,4,169.03,0,Low-Value Inactive
12606.0,682,1,21.0,0,Low-Value Inactive
12607.0,60,1,217.93,3,Mid-Value
12608.0,405,1,26.04,0,Low-Value Inactive
12609.0,78,9,690.52,3,Mid-Value
12610.0,23,5,532.62,3,Mid-Value
12611.0,52,1,173.88,3,Mid-Value
12612.0,74,1,84.34,3,Mid-Value
12613.0,57,10,954.6800000000001,3,Mid-Value
12614.0,278,1,112.2,0,Low-Value Inactive
12615.0,2,8,826.74,3,Mid-Value
12616.0,95,3,203.2,3,Mid-Value
12617.0,29,1,79.08,3,Mid-Value
12618.0,22,1,73.02000000000001,3,Mid-Value
12619.0,16,10,660.57,3,Mid-Value
12620.0,15,3,197.6,3,Mid-Value
12621.0,2,35,2279.1,1,High-Value Loyal
12622.0,232,1,63.13,3,Mid-Value
12623.0,276,7,513.31,3,Mid-Value
12624.0,106,2,147.14,3,Mid-Value
12625.0,212,4,422.45,3,Mid-Value
12626.0,23,9,829.39,3,Mid-Value
12627.0,11,7,675.72,3,Mid-Value
12628.0,4,3,147.24,3,Mid-Value
12629.0,386,2,179.9,0,Low-Value Inactive
12630.0,10,2,287.13,3,Mid-Value
12631.0,57,6,573.07,3,Mid-Value
12632.0,521,2,78.17,0,Low-Value Inactive
12633.0,59,7,932.81,3,Mid-Value
12634.0,536,2,155.55,0,Low-Value Inactive
12635.0,90,4,472.78,3,Mid-Value
12636.0,739,1,141.0,0,Low-Value Inactive
12637.0,67,12,1557.1299999999999,3,Mid-Value
12638.0,33,2,161.84,3,Mid-Value
12639.0,239,3,286.19,3,Mid-Value
12640.0,24,3,303.0,3,Mid-Value
12641.0,115,1,69.64999999999999,3,Mid-Value
12642.0,25,3,168.76,3,Mid-Value
12643.0,128,12,367.17,3,Mid-Value
12644.0,130,4,377.31,3,Mid-Value
12645.0,34,8,419.40999999999997,3,Mid-Value
12646.0,5,2,107.42,3,Mid-Value
12647.0,22,36,2462.19,1,High-Value Loyal
12648.0,155,4,240.14,3,Mid-Value
12649.0,107,8,320.27,3,Mid-Value
12650.0,3,1,38.69,3,Mid-Value
12651.0,335,4,61.2,0,Low-Value Inactive
12652.0,331,2,154.07,0,Low-Value Inactive
12653.0,149,3,236.59,3,Mid-Value
12654.0,11,5,167.98,3,Mid-Value
12655.0,424,1,87.85,0,Low-Value Inactive
12656.0,17,8,960.4,3,Mid-Value
12657.0,11,4,237.11,3,Mid-Value
12658.0,19,1,148.12,3,Mid-Value
12659.0,30,1,26.54,3,Mid-Value
12660.0,11,1,50.25,3,Mid-Value
12661.0,436,1,9.65,0,Low-Value Inactive
12662.0,1,20,1319.52,3,Mid-Value
12663.0,625,2,58.4,0,Low-Value Inactive
12664.0,8,11,511.92,3,Mid-Value
12665.0,325,3,83.65,0,Low-Value Inactive
12666.0,394,1,119.25,0,Low-Value Inactive
12667.0,58,1,119.6,3,Mid-Value
12668.0,12,10,1868.6,3,Mid-Value
12669.0,151,3,1387.88,3,Mid-Value
12670.0,10,7,424.90999999999997,3,Mid-Value
12671.0,606,1,122.691,0,Low-Value Inactive
12672.0,330,2,99.6,0,Low-Value Inactive
12673.0,5,3,219.34,3,Mid-Value
12674.0,39,4,268.14,3,Mid-Value
12675.0,554,2,425.82,0,Low-Value Inactive
12676.0,25,11,560.51,3,Mid-Value
12677.0,555,2,85.15,0,Low-Value Inactive
12678.0,42,21,1805.96,3,Mid-Value
12679.0,59,4,192.2,3,Mid-Value
12680.0,1,4,207.17000000000002,3,Mid-Value
12681.0,15,45,4259.78,1,High-Value Loyal
12682.0,4,52,3574.04,1,High-Value Loyal
12683.0,4,21,1356.91,3,Mid-Value
12684.0,8,7,266.28,3,Mid-Value
12685.0,28,6,482.15,3,Mid-Value
12686.0,372,1,22.81,0,Low-Value Inactive
12687.0,481,2,564.93,0,Low-Value Inactive
12688.0,114,1,705.33,3,Mid-Value
12689.0,26,2,205.34,3,Mid-Value
12690.0,206,1,88.42999999999999,3,Mid-Value
12691.0,28,7,198.7,3,Mid-Value
12692.0,637,1,40.6,0,Low-Value Inactive
12693.0,127,7,400.57,3,Mid-Value
12694.0,70,3,241.28,3,Mid-Value
12695.0,7,7,317.72,3,Mid-Value
12696.0,435,2,161.39,0,Low-Value Inactive
12697.0,29,3,206.13,3,Mid-Value
12698.0,590,1,81.6,0,Low-Value Inactive
12699.0,418,1,127.56,0,Low-Value Inactive
12700.0,8,4,702.13,3,Mid-Value
12701.0,80,6,438.0,3,Mid-Value
12702.0,20,1,65.3,3,Mid-Value
12703.0,71,4,216.07,3,Mid-Value
12704.0,7,8,565.7,3,Mid-Value
12705.0,15,14,1567.16,3,Mid-Value
12707.0,292,1,106.81,0,Low-Value Inactive
12708.0,30,18,1223.79,3,Mid-Value
12709.0,15,34,1846.66,1,High-Value Loyal
12710.0,97,3,209.32,3,Mid-Value
12711.0,612,2,154.76,0,Low-Value Inactive
12712.0,29,21,1362.49,3,Mid-Value
12713.0,1,1,95.13,3,Mid-Value
12714.0,9,12,1786.9,3,Mid-Value
12715.0,106,1,69.34,3,Mid-Value
12716.0,4,2,183.94,3,Mid-Value
12717.0,151,3,352.24,3,Mid-Value
12718.0,71,1,51.72,3,Mid-Value
12719.0,5,2,142.15,3,Mid-Value
12720.0,3,30,1305.25,1,High-Value Loyal
12721.0,32,8,810.41,3,Mid-Value
12722.0,85,4,191.87,3,Mid-Value
12723.0,4,5,220.96,3,Mid-Value
12724.0,5,7,416.88,3,Mid-Value
12725.0,371,4,631.33,0,Low-Value Inactive
12726.0,28,11,391.25,3,Mid-Value
12727.0,11,10,666.26,3,Mid-Value
12728.0,71,5,274.31,3,Mid-Value
12729.0,114,1,96.24000000000001,3,Mid-Value
12730.0,522,1,231.05,0,Low-Value Inactive
12731.0,24,17,1326.3799999999999,3,Mid-Value
12732.0,180,1,42.27,3,Mid-Value
12733.0,234,4,536.56,3,Mid-Value
12734.0,353,3,72.89,0,Low-Value Inactive
12735.0,315,2,232.89999999999998,0,Low-Value Inactive
12736.0,333,1,22.32,0,Low-Value Inactive
12737.0,499,2,3710.5,0,Low-Value Inactive
12738.0,372,1,43.45,0,Low-Value Inactive
12739.0,78,4,726.9200000000001,3,Mid-Value
12740.0,64,1,56.0,3,Mid-Value
12741.0,529,2,195.53,0,Low-Value Inactive
12742.0,626,1,114.48,0,Low-Value Inactive
12743.0,134,2,402.12,3,Mid-Value
12744.0,52,11,13322.5,1,High-Value Loyal
12745.0,487,3,269.54,0,Low-Value Inactive
12746.0,541,1,59.1,0,Low-Value Inactive
12747.0,2,26,1092.72,3,Mid-Value
12748.0,1,336,20115.95,2,Outlier VIP
12749.0,4,9,1851.93,3,Mid-Value
12750.0,129,1,69.3,3,Mid-Value
12751.0,445,1,113.71,0,Low-Value Inactive
12752.0,81,1,121.59,3,Mid-Value
12753.0,23,6,460.46,3,Mid-Value
12754.0,236,3,70.88,3,Mid-Value
12755.0,281,11,134.36,3,Mid-Value
12756.0,87,1,2.9699999999999998,3,Mid-Value
12757.0,16,13,4397.14,1,High-Value Loyal
12758.0,117,7,705.91,3,Mid-Value
12759.0,52,8,867.58,3,Mid-Value
12760.0,456,1,62.56,0,Low-Value Inactive
12761.0,458,2,118.65,0,Low-Value Inactive
12762.0,8,2,188.79,3,Mid-Value
12763.0,138,2,31.89,3,Mid-Value
12764.0,317,1,242.44,0,Low-Value Inactive
12765.0,472,6,180.32999999999998,0,Low-Value Inactive
12766.0,4,9,1167.76,3,Mid-Value
12767.0,376,1,90.08,0,Low-Value Inactive
12768.0,451,1,30.080000000000002,0,Low-Value Inactive
12769.0,239,1,142.6,3,Mid-Value
12770.0,211,2,75.23,3,Mid-Value
12771.0,486,1,84.85,0,Low-Value Inactive
12772.0,60,1,203.54,3,Mid-Value
12773.0,564,1,12.11,0,Low-Value Inactive
12774.0,536,1,23.8,0,Low-Value Inactive
12775.0,17,7,307.97,3,Mid-Value
12776.0,668,1,30.12,0,Low-Value Inactive
12777.0,458,1,83.21,0,Low-Value Inactive
12778.0,20,9,342.65,3,Mid-Value
12779.0,38,14,855.48,3,Mid-Value
12780.0,599,1,60.739999999999995,0,Low-Value Inactive
12781.0,64,2,78.27,3,Mid-Value
12782.0,5,11,896.24,3,Mid-Value
12783.0,2,6,1027.2,3,Mid-Value
12784.0,9,3,424.25,3,Mid-Value
12785.0,364,3,299.65,0,Low-Value Inactive
12786.0,610,1,55.800000000000004,0,Low-Value Inactive
12787.0,10,4,138.09,3,Mid-Value
12788.0,463,4,107.1,0,Low-Value Inactive
12789.0,65,3,134.75,3,Mid-Value
12790.0,192,2,166.35,3,Mid-Value
12791.0,374,6,266.3,0,Low-Value Inactive
12792.0,257,2,188.53,3,Mid-Value
12793.0,335,3,167.49,0,Low-Value Inactive
12794.0,53,2,93.47,3,Mid-Value
12795.0,19,1,107.73,3,Mid-Value
12796.0,628,1,26.7,0,Low-Value Inactive
12797.0,366,2,159.17,0,Low-Value Inactive
12798.0,10,4,29.72,3,Mid-Value
12799.0,529,1,42.55,0,Low-Value Inactive
12800.0,470,3,130.46,0,Low-Value Inactive
12801.0,501,1,229.87,0,Low-Value Inactive
12802.0,187,7,361.92,3,Mid-Value
12803.0,393,1,99.79,0,Low-Value Inactive
12804.0,466,2,133.51,0,Low-Value Inactive
12805.0,382,4,211.75,0,Low-Value Inactive
12806.0,435,4,445.75,0,Low-Value Inactive
12807.0,383,1,103.8,0,Low-Value Inactive
12808.0,37,5,167.04,3,Mid-Value
12809.0,178,3,527.02,3,Mid-Value
12810.0,535,2,62.13,0,Low-Value Inactive
12811.0,261,5,243.8,3,Mid-Value
12812.0,45,1,31.03,3,Mid-Value
12813.0,502,3,105.55,0,Low-Value Inactive
12814.0,102,1,41.79,3,Mid-Value
12815.0,148,2,253.87,3,Mid-Value
12816.0,96,2,256.15,3,Mid-Value
12817.0,281,3,190.68,0,Low-Value Inactive
12818.0,262,1,94.57,0,Low-Value Inactive
12819.0,458,1,63.35,0,Low-Value Inactive
12820.0,3,11,396.02,3,Mid-Value
12821.0,214,2,31.28,3,Mid-Value
12822.0,71,2,123.86,3,Mid-Value
12823.0,75,18,124.3,3,Mid-Value
12824.0,60,1,63.39,3,Mid-Value
12825.0,521,2,147.74,0,Low-Value Inactive
12826.0,3,12,311.08,3,Mid-Value
12827.0,6,3,71.7,3,Mid-Value
12828.0,3,6,173.04,3,Mid-Value
12829.0,337,3,149.18,0,Low-Value Inactive
12830.0,38,6,41.28,3,Mid-Value
12831.0,262,3,62.269999999999996,0,Low-Value Inactive
12832.0,32,2,79.08,3,Mid-Value
12833.0,145,1,130.59,3,Mid-Value
12834.0,283,1,88.09,0,Low-Value Inactive
12835.0,428,41,2212.43,1,High-Value Loyal
12836.0,59,15,1873.87,3,Mid-Value
12837.0,173,2,364.37,3,Mid-Value
12838.0,34,10,872.8,3,Mid-Value
12839.0,3,26,1179.15,3,Mid-Value
12840.0,144,7,377.07,3,Mid-Value
12841.0,5,40,1552.89,1,High-Value Loyal
12842.0,70,4,181.83,3,Mid-Value
12843.0,66,30,919.64,3,Mid-Value
12844.0,29,4,341.03000000000003,3,Mid-Value
12845.0,267,4,75.34,0,Low-Value Inactive
12846.0,682,1,15.58,0,Low-Value Inactive
12847.0,22,2,159.41,3,Mid-Value
12848.0,676,1,63.55,0,Low-Value Inactive
12849.0,31,6,517.82,3,Mid-Value
12850.0,446,1,3.3,0,Low-Value Inactive
12851.0,97,2,193.46,3,Mid-Value
12852.0,295,1,62.05,0,Low-Value Inactive
12853.0,135,11,592.29,3,Mid-Value
12854.0,79,7,761.36,3,Mid-Value
12855.0,373,4,362.75,0,Low-Value Inactive
12856.0,8,6,789.48,3,Mid-Value
12857.0,211,6,440.9,3,Mid-Value
12858.0,383,1,121.47,0,Low-Value Inactive
12859.0,459,1,57.25,0,Low-Value Inactive
12860.0,693,1,42.12,0,Low-Value Inactive
12861.0,620,1,24.0,0,Low-Value Inactive
12862.0,426,2,383.38,0,Low-Value Inactive
12863.0,52,6,194.98999999999998,3,Mid-Value
12864.0,138,2,4.7299999999999995,3,Mid-Value
12865.0,26,4,596.98,3,Mid-Value
12866.0,283,3,232.93,0,Low-Value Inactive
12867.0,26,13,1441.41,3,Mid-Value
12868.0,186,8,350.40000000000003,3,Mid-Value
12869.0,682,1,95.32,0,Low-Value Inactive
12870.0,375,3,423.54,0,Low-Value Inactive
12871.0,84,3,50.56,3,Mid-Value
12872.0,327,12,1028.45,0,Low-Value Inactive
12873.0,282,3,120.33,0,Low-Value Inactive
12874.0,385,2,147.72,0,Low-Value Inactive
12875.0,143,5,3.0100000000000002,3,Mid-Value
12876.0,58,4,428.36,3,Mid-Value
12877.0,4,20,543.23,3,Mid-Value
12878.0,236,2,95.53,3,Mid-Value
12879.0,45,3,18.32,3,Mid-Value
12880.0,382,2,148.42000000000002,0,Low-Value Inactive
12881.0,276,1,230.8,0,Low-Value Inactive
12882.0,9,2,83.69,3,Mid-Value
12883.0,25,4,248.93,3,Mid-Value
12884.0,88,1,111.89,3,Mid-Value
12885.0,63,3,255.10999999999999,3,Mid-Value
12886.0,68,2,305.09000000000003,3,Mid-Value
12887.0,384,1,61.65,0,Low-Value Inactive
12888.0,214,2,29.48,3,Mid-Value
12889.0,381,4,127.33,0,Low-Value Inactive
12890.0,24,2,263.9,3,Mid-Value
12891.0,186,11,4.22,3,Mid-Value
12892.0,397,1,59.58,0,Low-Value Inactive
12893.0,31,1,68.53,3,Mid-Value
12894.0,575,1,118.3,0,Low-Value Inactive
12895.0,42,2,70.9,3,Mid-Value
12897.0,205,4,52.85,3,Mid-Value
12898.0,464,2,64.12,0,Low-Value Inactive
12899.0,414,1,86.14999999999999,0,Low-Value Inactive
12900.0,422,1,47.019999999999996,0,Low-Value Inactive
12901.0,9,28,170.1,3,Mid-Value
12902.0,265,1,56.19,0,Low-Value Inactive
12903.0,429,1,93.59,0,Low-Value Inactive
12904.0,18,2,220.43,3,Mid-Value
12905.0,577,2,197.03,0,Low-Value Inactive
12906.0,12,5,160.77,3,Mid-Value
12907.0,396,2,130.21,0,Low-Value Inactive
12908.0,176,5,2.96,3,Mid-Value
12909.0,40,8,784.22,3,Mid-Value
12910.0,23,13,264.26,3,Mid-Value
12911.0,552,1,748.2,0,Low-Value Inactive
12912.0,3,5,65.26,3,Mid-Value
12913.0,5,13,285.11,3,Mid-Value
12914.0,401,1,10.299999999999999,0,Low-Value Inactive
12915.0,149,4,306.32,3,Mid-Value
12916.0,139,7,758.59,3,Mid-Value
12917.0,128,6,183.6,3,Mid-Value
12918.0,626,1,10953.5,1,High-Value Loyal
12919.0,8,6,130.22,3,Mid-Value
12920.0,17,4,183.6,3,Mid-Value
12921.0,9,74,3429.78,1,High-Value Loyal
12922.0,161,1,45.58,3,Mid-Value
12923.0,64,3,214.56,3,Mid-Value
12924.0,88,12,186.70000000000002,3,Mid-Value
12925.0,5,3,105.85,3,Mid-Value
12926.0,411,4,664.44,0,Low-Value Inactive
12927.0,395,1,31.14,0,Low-Value Inactive
12928.0,35,12,345.08,3,Mid-Value
12929.0,312,1,56.95,0,Low-Value Inactive
12930.0,78,2,74.87,3,Mid-Value
12931.0,22,57,429.22,1,High-Value Loyal
12932.0,539,8,197.23000000000002,0,Low-Value Inactive
12933.0,24,8,901.87,3,Mid-Value
12934.0,737,1,83.34,0,Low-Value Inactive
12935.0,2,15,660.52,3,Mid-Value
12936.0,17,4,126.06,3,Mid-Value
12937.0,15,9,512.18,3,Mid-Value
12938.0,26,1,11.44,3,Mid-Value
12939.0,64,20,223.39000000000001,3,Mid-Value
12940.0,55,2,372.8,3,Mid-Value
12941.0,724,1,44.44,0,Low-Value Inactive
